"HETER_GROUP","REC_PARENT","FORMED_GEN","NOTE_AA_text","QPM_ZN_DONOR","Reference","SOWDATE","YEARCODE","ACCNAME","HARVDATE","PRODSEASON","PRODLOC","PLOTS_IN_TRIAL","ACTION","LNAME","PED","Group Source Preferred Name","Group Source GID","Method Code","Male Parent Preferred Name","Immediate Source Name","Immediate Source GID","Male Parent GID","Units","Lots","Location","Available","Creation Date","Method Group","Method Number","PreferredID","Breeding Method Name","Female Parent Preferred Name","Preferred Name","Location Abbr","GroupID","Cross","GUID","Female Parent GID","GID"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X119","VI00001U0008","20170922","2017B","centro","8","selfed","CLWQHZN53","CLWQHZN53","CLWQHZN53","28","NSI","","CLWQHZN53","28","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0008","CE","0","CLWQHZN53","2QEDG1eRHoH1I","","84"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X120","VI00001U0009","20170922","2017B","centro","9","selfed","CML550=CLWN201","CML550=CLWN201","CML550=CLWN201","29","NSI","","CML550=CLWN201","29","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0009","CE","0","CML550=CLWN201","2QEDGInS42SPn","","85"
"A","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X121","VI00001U0010","20170922","2017B","centro","10","selfed","CML549=CLRCW105","CML549=CLRCW105","CML549=CLRCW105","30","NSI","","CML549=CLRCW105","30","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0010","CE","0","CML549=CLRCW105","2QEDGtyxezfC0","","86"
"A","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X122","VI00001U0011","20170922","2017B","centro","11","selfed","CLWN207","CLWN207","CLWN207","31","NSI","","CLWN207","31","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0011","CE","0","CLWN207","2QEDGixZ8v5yu","","87"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X123","VI00001U0012","20170922","2017B","centro","12","selfed","CLQRCWQ10","CLQRCWQ10","CLQRCWQ10","32","NSI","","CLQRCWQ10","32","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0012","CE","0","CLQRCWQ10","2QEDGt833ih1A","","88"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X124","VI00001U0013","20170922","2017B","centro","13","selfed","CLQRCWQ108","CLQRCWQ108","CLQRCWQ108","33","NSI","","CLQRCWQ108","33","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0013","CE","0","CLQRCWQ108","2QEDGyOO5sG2C","","89"
"A","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X125","VI00001U0014","20170922","2017B","centro","14","selfed","CLQRCWQ113","CLQRCWQ113","CLQRCWQ113","34","NSI","","CLQRCWQ113","34","","","0","SN Centro Experimental","0","20170922","G","61","","Seed increase","","VI00001U0014","CE","0","CLQRCWQ113","2QEDGOKoNZ4HC","","90"
"B","CIMMYT No. S2017_31158624","increase","No hay bolsa","CIMMYT No. S2017_31158624","","20170520","X126","VI00001U0015","20170922","2017B","centro","19","selfed","CLQRCWQ119","CLQRCWQ119","CLQRCWQ119","35","NSI","","CLQRCWQ119","35","","","0","SN Centro Experimental","0","20170922","G","61","","Seed increase","","VI00001U0015","CE","0","CLQRCWQ119","2QEDG8S15CvSN","","91"
"A","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X127","VI00001U0016","20170922","2017B","centro","20","selfed","CLQRCWQ120","CLQRCWQ120","CLQRCWQ120","36","NSI","","CLQRCWQ120","36","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0016","CE","0","CLQRCWQ120","2QEDGEJ8hLfdH","","92"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X128","VI00001U0017","20170922","2017B","centro","21","selfed","CLQRCWQ121","CLQRCWQ121","CLQRCWQ121","37","NSI","","CLQRCWQ121","37","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0017","CE","0","CLQRCWQ121","2QEDG0ASZqdsq","","93"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X129","VI00001U0018","20170922","2017B","centro","22","selfed","CLQRCWQ122","CLQRCWQ122","CLQRCWQ122","38","NSI","","CLQRCWQ122","38","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0018","CE","0","CLQRCWQ122","2QEDGbA6hiEGz","","94"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X130","VI00001U0019","20170922","2017B","centro","23","selfed","CLQRCWQ123","CLQRCWQ123","CLQRCWQ123","39","NSI","","CLQRCWQ123","39","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0019","CE","0","CLQRCWQ123","2QEDG7Y7URRhR","","95"
"B","CIMMYT No. S2017_31158624","increase","2 bolsas, una fraternal (#) y la otra auto (@)","CIMMYT No. S2017_31158624","","20170520","X131","VI00001U0020","20170922","2017B","centro","24","selfed","CLQRCWQ125","CLQRCWQ125","CLQRCWQ125","40","NSI","","CLQRCWQ125","40","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0020","CE","0","CLQRCWQ125","2QEDGdL6un5Xe","","96"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X132","VI00001U0021","20170922","2017B","centro","25","selfed","CLQRCWQ126","CLQRCWQ126","CLQRCWQ126","41","NSI","","CLQRCWQ126","41","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0021","CE","0","CLQRCWQ126","2QEDGRAmsa8z4","","97"
"B","CIMMYT No. S2017_31158624","increase","No hay bolsa","CIMMYT No. S2017_31158624","","20170520","X133","VI00001U0022","20170922","2017B","centro","26","selfed","CLQRCWQ127","CLQRCWQ127","CLQRCWQ127","42","NSI","","CLQRCWQ127","42","","","0","SN Centro Experimental","0","20170922","G","61","","Seed increase","","VI00001U0022","CE","0","CLQRCWQ127","2QEDGxYZfXC1G","","98"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X134","VI00001U0023","20170922","2017B","centro","27","selfed","CLQRCWQ128","CLQRCWQ128","CLQRCWQ128","43","NSI","","CLQRCWQ128","43","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0023","CE","0","CLQRCWQ128","2QEDGOlqUAiaU","","99"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X135","VI00001U0024","20170922","2017B","centro","30","selfed","CML554=CLQRCWQ131","CML554=CLQRCWQ131","CML554=CLQRCWQ131","44","NSI","","CML554=CLQRCWQ131","44","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0024","CE","0","CML554=CLQRCWQ131","2QEDG6OVev4oC","","100"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X136","VI00001U0025","20170922","2017B","centro","32","selfed","CLQRCWQ134","CLQRCWQ134","CLQRCWQ134","45","NSI","","CLQRCWQ134","45","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0025","CE","0","CLQRCWQ134","2QEDGQhVioElW","","101"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X137","VI00001U0026","20170922","2017B","centro","33","selfed","CLQRCWQ26","CLQRCWQ26","CLQRCWQ26","46","NSI","","CLQRCWQ26","46","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0026","CE","0","CLQRCWQ26","2QEDGfrcneW49","","102"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X138","VI00001U0027","20170922","2017B","centro","34","selfed","CLQRCWQ48","CLQRCWQ48","CLQRCWQ48","47","NSI","","CLQRCWQ48","47","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0027","CE","0","CLQRCWQ48","2QEDGyuySnRiW","","103"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X139","VI00001U0028","20170922","2017B","centro","35","selfed","CLQRCWQ83","CLQRCWQ83","CLQRCWQ83","48","NSI","","CLQRCWQ83","48","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0028","CE","0","CLQRCWQ83","2QEDGTkI5C4VD","","104"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X140","VI00001U0029","20170922","2017B","centro","37","selfed","CLQRCWQ92","CLQRCWQ92","CLQRCWQ92","49","NSI","","CLQRCWQ92","49","","","0","SN Centro Experimental","0","20170922","G","61","","Seed increase","","VI00001U0029","CE","0","CLQRCWQ92","2QEDGPNM25b0l","","105"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X141","VI00001U0030","20170922","2017B","centro","38","selfed","CLQRCWQ97","CLQRCWQ97","CLQRCWQ97","50","NSI","","CLQRCWQ97","50","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0030","CE","0","CLQRCWQ97","2QEDGcCvRU0bb","","106"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X142","VI00001U0031","20170922","2017B","centro","40","selfed","CLQ6316","CLQ6316","CLQ6316","51","NSI","","CLQ6316","51","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0031","CE","0","CLQ6316","2QEDGGr9KZvlD","","107"
"B","CIMMYT No. S2017_31158624","increase","No hay bolsa","CIMMYT No. S2017_31158624","","20170520","X143","VI00001U0032","20170922","2017B","centro","42","selfed","CLWQ206","CLWQ206","CLWQ206","52","NSI","","CLWQ206","52","","","0","SN Centro Experimental","0","20170922","G","61","","Seed increase","","VI00001U0032","CE","0","CLWQ206","2QEDGzx96eOWn","","108"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X144","VI00001U0033","20170922","2017B","centro","43","selfed","CLWQ208","CLWQ208","CLWQ208","53","NSI","","CLWQ208","53","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0033","CE","0","CLWQ208","2QEDG9lY3eMyI","","109"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X145","VI00001U0034","20170922","2017B","centro","44","selfed","CLWQ219","CLWQ219","CLWQ219","54","NSI","","CLWQ219","54","","","0","SN Centro Experimental","0","20170922","G","61","","Seed increase","","VI00001U0034","CE","0","CLWQ219","2QEDGfOmBjpAy","","110"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X146","VI00001U0035","20170922","2017B","centro","45","selfed","CLWQ220","CLWQ220","CLWQ220","55","NSI","","CLWQ220","55","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0035","CE","0","CLWQ220","2QEDG28fCUF4h","","111"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X147","VI00001U0036","20170922","2017B","centro","49","selfed","CLWQ226","CLWQ226","CLWQ226","56","NSI","","CLWQ226","56","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0036","CE","0","CLWQ226","2QEDGKlbgmrAu","","112"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X148","VI00001U0037","20170922","2017B","centro","50","selfed","CLWQ227","CLWQ227","CLWQ227","57","NSI","","CLWQ227","57","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0037","CE","0","CLWQ227","2QEDGAdox3ljj","","113"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X149","VI00001U0038","20170922","2017B","centro","51","selfed","CLWQ228","CLWQ228","CLWQ228","58","NSI","","CLWQ228","58","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0038","CE","0","CLWQ228","2QEDGQWgjHpYV","","114"
"B","CIMMYT No. S2017_31158624","increase","No hay bolsa","CIMMYT No. S2017_31158624","","20170520","X150","VI00001U0039","20170922","2017B","centro","52","selfed","CLWQ229","CLWQ229","CLWQ229","59","NSI","","CLWQ229","59","","","0","SN Centro Experimental","0","20170922","G","61","","Seed increase","","VI00001U0039","CE","0","CLWQ229","2QEDG76E9emMu","","115"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X151","VI00001U0040","20170922","2017B","centro","53","selfed","CLWQ230","CLWQ230","CLWQ230","60","NSI","","CLWQ230","60","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0040","CE","0","CLWQ230","2QEDGkaZ1Esw6","","116"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X152","VI00001U0041","20170922","2017B","centro","55","selfed","CLWQ232","CLWQ232","CLWQ232","61","NSI","","CLWQ232","61","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0041","CE","0","CLWQ232","2QEDGrDj7ednN","","117"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X153","VI00001U0042","20170922","2017B","centro","58","selfed","CLWQ235","CLWQ235","CLWQ235","62","NSI","","CLWQ235","62","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0042","CE","0","CLWQ235","2QEDGDqqktVvU","","118"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X154","VI00001U0043","20170922","2017B","centro","59","selfed","CLWQ236","CLWQ236","CLWQ236","63","NSI","","CLWQ236","63","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0043","CE","0","CLWQ236","2QEDGBpyRKSGk","","119"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X155","VI00001U0044","20170922","2017B","centro","60","selfed","CLWQ237","CLWQ237","CLWQ237","64","NSI","","CLWQ237","64","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0044","CE","0","CLWQ237","2QEDG1K5KmXtV","","120"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X156","VI00001U0045","20170922","2017B","centro","63","selfed","CLWQ240","CLWQ240","CLWQ240","65","NSI","","CLWQ240","65","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0045","CE","0","CLWQ240","2QEDGIhIkNmG0","","121"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X157","VI00001U0046","20170922","2017B","centro","65","selfed","CLWQ242","CLWQ242","CLWQ242","66","NSI","","CLWQ242","66","","","0","SN Centro Experimental","0","20170922","G","61","","Seed increase","","VI00001U0046","CE","0","CLWQ242","2QEDGFgH5Dg4v","","122"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X158","VI00001U0047","20170922","2017B","centro","66","selfed","CLWQ243","CLWQ243","CLWQ243","67","NSI","","CLWQ243","67","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0047","CE","0","CLWQ243","2QEDGVYHGfpX6","","123"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X159","VI00001U0048","20170922","2017B","centro","67","selfed","CLWQ244","CLWQ244","CLWQ244","68","NSI","","CLWQ244","68","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0048","CE","0","CLWQ244","2QEDGjSKxYPFN","","124"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X160","VI00001U0049","20170922","2017B","centro","68","selfed","CLWQ245","CLWQ245","CLWQ245","69","NSI","","CLWQ245","69","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0049","CE","0","CLWQ245","2QEDGBHfXSr1i","","125"
"B","CIMMYT No. S2017_31158624","increase","2 bolsas, una fraternal (#) y la otra auto (@)","CIMMYT No. S2017_31158624","","20170520","X161","VI00001U0050","20170922","2017B","centro","69","selfed","CLWQ246","CLWQ246","CLWQ246","70","NSI","","CLWQ246","70","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0050","CE","0","CLWQ246","2QEDG0zBb1AhJ","","126"
"B","CIMMYT No. S2017_31158624","increase","No hay bolsa","CIMMYT No. S2017_31158624","","20170520","X162","VI00001U0051","20170922","2017B","centro","70","selfed","CLWQ249","CLWQ249","CLWQ249","71","NSI","","CLWQ249","71","","","0","SN Centro Experimental","0","20170922","G","61","","Seed increase","","VI00001U0051","CE","0","CLWQ249","2QEDGtDsJ12fB","","127"
"B","CIMMYT No. S2017_31158624","increase","2 bolsas, una fraternal (#) y la otra auto (@)","CIMMYT No. S2017_31158624","","20170520","X163","VI00001U0052","20170922","2017B","centro","71","selfed","CML144","CML144","CML144","72","NSI","","CML144","72","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0052","CE","0","CML144","2QEDGrKNGOKUY","","128"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X164","VI00001U0053","20170922","2017B","centro","72","selfed","CML159","CML159","CML159","73","NSI","","CML159","73","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0053","CE","0","CML159","2QEDGk5wdNF1Y","","129"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X165","VI00001U0054","20170922","2017B","centro","73","selfed","CML491","CML491","CML491","74","NSI","","CML491","74","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0054","CE","0","CML491","2QEDGDmPnBVkm","","130"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X166","VI00001U0055","20170922","2017B","centro","74","selfed","CML502","CML502","CML502","75","NSI","","CML502","75","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0055","CE","0","CML502","2QEDGz69j4JSp","","131"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X167","VI00001U0056","20170922","2017B","centro","75","selfed","CML503","CML503","CML503","76","NSI","","CML503","76","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0056","CE","0","CML503","2QEDGFmeNym8Z","","132"
"A","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X168","VI00001U0057","20170922","2017B","centro","76","selfed","CLWQHZN69","CLWQHZN69","X1G01U00015","3","NSI","","X1G01U00015","3","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0057","CE","0","X1G01U00015","2QEDGKF9Dk0u7","","133"
"A","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X169","VI00001U0058","20170922","2017B","centro","77","selfed","CLWQHZN19","CLWQHZN19","X1G01U00019","7","NSI","","X1G01U00019","7","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0058","CE","0","X1G01U00019","2QEDGleG4aNMJ","","134"
"B","CIMMYT No. S2017_31158624","increase",,"CIMMYT No. S2017_31158624","","20170520","X170","VI00001U0059","20170922","2017B","centro","78","selfed","CLWQHZN46","CLWQHZN46","X1G01U00020","8","NSI","","X1G01U00020","8","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20170922","G","61","","Seed increase","","VI00001U0059","CE","0","X1G01U00020","2QEDGeY5VISYA","","135"
,"CML549=CLRCW105","F1",,"CLWQHZN12","","20170701","X21","CSG01U00001","20171201","2017B","centro","10x5","cross","SNHWZ22500","CLRCW105/CLWQHZN12","-","-","C2W","VI00001U0005","-","-","81","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171201","G","101","","Single cross","VI00001U0010","CSG01U00001","CE","0","VI00001U0010/VI00001U0005","2QEDG0mmCCWas","86","136"
,"CLWN207","F1",,"CML549=CLRCW105","","20170701","X22","CSG01U00002","20171201","2017B","centro","11x10","cross","SNHWZ22501","CLWN207/CLRCW105","-","-","C2W","VI00001U0010","-","-","86","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171201","G","101","","Single cross","VI00001U0011","CSG01U00002","CE","0","VI00001U0011/VI00001U0010","2QEDGHfHiy4Pp","87","137"
,"CLQRCWQ10","F1",,"CLQRCWQ48","","20170701","X23","CSG01U00003","20171201","2017B","centro","12x34","cross","SNHWZ22502","CLQRCWQ10/CLQRCWQ48","-","-","C2W","VI00001U0027","-","-","103","SEED_AMOUNT_g","1","SN Centro Experimental","10","20171201","G","101","","Single cross","VI00001U0012","CSG01U00003","CE","0","VI00001U0012/VI00001U0027","2QEDGtJBzNDCL","88","138"
