"HETER_GROUP","REC_PARENT","FORMED_GEN","NOTE_AA_text","QPM_ZN_DONOR","Reference","SOWDATE","YEARCODE","ACCNAME","HARVDATE","PRODSEASON","PRODLOC","PLOTS_IN_TRIAL","ACTION","LNAME","PED","Group Source Preferred Name","Group Source GID","Method Code","Male Parent Preferred Name","Immediate Source Name","Immediate Source GID","Male Parent GID","Units","Lots","Location","Available","Creation Date","Method Group","Method Number","PreferredID","Breeding Method Name","Female Parent Preferred Name","Preferred Name","Location Abbr","GroupID","Cross","GUID","Female Parent GID","GID"
,"N/A",,,"N/A","","20220830","C","X2G03U2668","20221215","2022C","centro","C1897-15","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-15","-","-","SLF","","-","-","","","0","SN Centro Experimental","0","20221215","G","40","","Self and bulk","","X2G03U2668","CE","0","X2G03U2668","2QEDGU19BzixU","","2338"
,"N/A",,,"N/A","","20220830","C","X2G03U2669","20221215","2022C","centro","C1897-16","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-16","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2669","CE","0","X2G03U2669","2QEDGomyEEyMJ","","2339"
,"N/A",,,"N/A","","20220830","C","X2G03U2670","20221215","2022C","centro","C1897-17","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-17","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2670","CE","0","X2G03U2670","2QEDGidop6DhT","","2340"
,"N/A",,,"N/A","","20220830","C","X2G03U2671","20221215","2022C","centro","C1897-18","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-18","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2671","CE","0","X2G03U2671","2QEDG1RFPtdyY","","2341"
,"N/A",,,"N/A","","20220830","C","X2G03U2672","20221215","2022C","centro","C1897-19","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-19","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2672","CE","0","X2G03U2672","2QEDGUNZUMQeK","","2342"
,"N/A",,,"N/A","","20220830","C","X2G03U2673","20221215","2022C","centro","C1897-20","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-20","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2673","CE","0","X2G03U2673","2QEDG4sEnXS2Y","","2343"
,"N/A",,,"N/A","","20220830","C","X2G03U2674","20221215","2022C","centro","C1897-21","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-21","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2674","CE","0","X2G03U2674","2QEDGOwDWdduY","","2344"
,"N/A",,,"N/A","","20220830","C","X2G03U2675","20221215","2022C","centro","C1897-22","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-22","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2675","CE","0","X2G03U2675","2QEDGpC3KudwN","","2345"
,"N/A",,,"N/A","","20220830","C","X2G03U2676","20221215","2022C","centro","C1897-23","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-23","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2676","CE","0","X2G03U2676","2QEDGTuVsYQR9","","2346"
,"N/A",,,"N/A","","20220830","C","X2G03U2677","20221215","2022C","centro","C1897-24","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-24","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2677","CE","0","X2G03U2677","2QEDGCEmqKWnx","","2347"
,"N/A",,,"N/A","","20220830","C","X2G03U2678","20221215","2022C","centro","C1897-25","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-25","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2678","CE","0","X2G03U2678","2QEDGYR7CMDYG","","2348"
,"N/A",,,"N/A","","20220830","C","X2G03U2679","20221215","2022C","centro","C1897-26","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-26","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2679","CE","0","X2G03U2679","2QEDGSnJ5fHS0","","2349"
,"N/A",,,"N/A","","20220830","C","X2G03U2680","20221215","2022C","centro","C1897-27","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-27","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2680","CE","0","X2G03U2680","2QEDGztkfG86Y","","2350"
,"N/A",,,"N/A","","20220830","C","X2G03U2681","20221215","2022C","centro","C1897-28","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-28","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2681","CE","0","X2G03U2681","2QEDGJMbzlelH","","2351"
,"N/A",,,"N/A","","20220830","C","X2G03U2682","20221215","2022C","centro","C1897-29","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-29","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2682","CE","0","X2G03U2682","2QEDGtrYopUrE","","2352"
,"N/A",,,"N/A","","20220830","C","X2G03U2683","20221215","2022C","centro","C1897-30","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-30","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2683","CE","0","X2G03U2683","2QEDGJz93iL4P","","2353"
,"N/A",,,"N/A","","20220830","C","X2G03U2684","20221215","2022C","centro","C1897-31","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-31","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2684","CE","0","X2G03U2684","2QEDGDeJLz1wF","","2354"
,"N/A",,,"N/A","","20220830","C","X2G03U2685","20221215","2022C","centro","C1897-32","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-18)-32","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2685","CE","0","X2G03U2685","2QEDGopo2z0Jp","","2355"
,"N/A",,,"N/A","","20220830","C","X2G03U2686","20221215","2022C","centro","C1898-1","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-1","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2686","CE","0","X2G03U2686","2QEDGjK4RvN8R","","2356"
,"N/A",,,"N/A","","20220830","C","X2G03U2687","20221215","2022C","centro","C1898-2","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-2","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2687","CE","0","X2G03U2687","2QEDGyvzID8xW","","2357"
,"N/A",,,"N/A","","20220830","C","X2G03U2688","20221215","2022C","centro","C1898-3","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-3","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2688","CE","0","X2G03U2688","2QEDGyeEYxDfj","","2358"
,"N/A",,,"N/A","","20220830","C","X2G03U2689","20221215","2022C","centro","C1898-4","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-4","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2689","CE","0","X2G03U2689","2QEDGPC8s8Q1u","","2359"
,"N/A",,,"N/A","","20220830","C","X2G03U2690","20221215","2022C","centro","C1898-5","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-5","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2690","CE","0","X2G03U2690","2QEDGHua6XoKn","","2360"
,"N/A",,,"N/A","","20220830","C","X2G03U2691","20221215","2022C","centro","C1898-6","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-6","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2691","CE","0","X2G03U2691","2QEDGazUgzRnB","","2361"
,"N/A",,,"N/A","","20220830","C","X2G03U2692","20221215","2022C","centro","C1898-7","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-7","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2692","CE","0","X2G03U2692","2QEDGjPLQKuCQ","","2362"
,"N/A",,,"N/A","","20220830","C","X2G03U2693","20221215","2022C","centro","C1898-8","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-8","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2693","CE","0","X2G03U2693","2QEDG4Wwln7su","","2363"
,"N/A",,,"N/A","","20220830","C","X2G03U2694","20221215","2022C","centro","C1898-9","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-9","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2694","CE","0","X2G03U2694","2QEDGCpkYjvCC","","2364"
,"N/A",,,"N/A","","20220830","C","X2G03U2695","20221215","2022C","centro","C1898-10","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-10","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2695","CE","0","X2G03U2695","2QEDGRIAcOIt8","","2365"
,"N/A",,,"N/A","","20220830","C","X2G03U2696","20221215","2022C","centro","C1898-11","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-11","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2696","CE","0","X2G03U2696","2QEDGWtvmet67","","2366"
,"N/A",,,"N/A","","20220830","C","X2G03U2697","20221215","2022C","centro","C1898-12","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-12","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2697","CE","0","X2G03U2697","2QEDGPhYgDyAb","","2367"
,"N/A",,,"N/A","","20220830","C","X2G03U2698","20221215","2022C","centro","C1898-13","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-13","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2698","CE","0","X2G03U2698","2QEDG9mMXjfkB","","2368"
,"N/A",,,"N/A","","20220830","C","X2G03U2699","20221215","2022C","centro","C1898-14","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-14","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2699","CE","0","X2G03U2699","2QEDGx9OJjVX9","","2369"
,"N/A",,,"N/A","","20220830","C","X2G03U2700","20221215","2022C","centro","C1898-15","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-15","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2700","CE","0","X2G03U2700","2QEDGBCpc1GAf","","2370"
,"N/A",,,"N/A","","20220830","C","X2G03U2701","20221215","2022C","centro","C1898-16","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-16","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2701","CE","0","X2G03U2701","2QEDGCI2JqjNQ","","2371"
,"N/A",,,"N/A","","20220830","C","X2G03U2702","20221215","2022C","centro","C1898-17","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-17","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2702","CE","0","X2G03U2702","2QEDGCSms4ndf","","2372"
,"N/A",,,"N/A","","20220830","C","X2G03U2703","20221215","2022C","centro","C1898-18","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-18","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2703","CE","0","X2G03U2703","2QEDGs7Rirsc0","","2373"
,"N/A",,,"N/A","","20220830","C","X2G03U2704","20221215","2022C","centro","C1898-19","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-19","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2704","CE","0","X2G03U2704","2QEDGJecJVqsN","","2374"
,"N/A",,,"N/A","","20220830","C","X2G03U2705","20221215","2022C","centro","C1898-20","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-20","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2705","CE","0","X2G03U2705","2QEDGDFn9Coyx","","2375"
,"N/A",,,"N/A","","20220830","C","X2G03U2706","20221215","2022C","centro","C1898-21","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-21","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2706","CE","0","X2G03U2706","2QEDG4Ue1wErf","","2376"
,"N/A",,,"N/A","","20220830","C","X2G03U2707","20221215","2022C","centro","C1898-22","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-22","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2707","CE","0","X2G03U2707","2QEDGswKHuiEZ","","2377"
,"N/A",,,"N/A","","20220830","C","X2G03U2708","20221215","2022C","centro","C1898-23","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-23","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2708","CE","0","X2G03U2708","2QEDGRMWbk7n3","","2378"
,"N/A",,,"N/A","","20220830","C","X2G03U2709","20221215","2022C","centro","C1898-24","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-24","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2709","CE","0","X2G03U2709","2QEDGIo7RVEQb","","2379"
,"N/A",,,"N/A","","20220830","C","X2G03U2710","20221215","2022C","centro","C1898-25","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-25","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2710","CE","0","X2G03U2710","2QEDGzipFhtN3","","2380"
,"N/A",,,"N/A","","20220830","C","X2G03U2711","20221215","2022C","centro","C1898-26","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-26","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2711","CE","0","X2G03U2711","2QEDGzeVbZgvh","","2381"
,"N/A",,,"N/A","","20220830","C","X2G03U2712","20221215","2022C","centro","C1898-27","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-27","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2712","CE","0","X2G03U2712","2QEDGJeGYykXq","","2382"
,"N/A",,,"N/A","","20220830","C","X2G03U2713","20221215","2022C","centro","C1898-28","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-28","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2713","CE","0","X2G03U2713","2QEDGCqpo6DS2","","2383"
,"N/A",,,"N/A","","20220830","C","X2G03U2714","20221215","2022C","centro","C1898-29","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-29","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2714","CE","0","X2G03U2714","2QEDGVf4dRmpo","","2384"
,"N/A",,,"N/A","","20220830","C","X2G03U2715","20221215","2022C","centro","C1898-30","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-19)-30","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2715","CE","0","X2G03U2715","2QEDG0xl9NrvY","","2385"
,"N/A",,,"N/A","","20220830","C","X2G03U2716","20221215","2022C","centro","C1899-1","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-1","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2716","CE","0","X2G03U2716","2QEDGfkAQhWZY","","2386"
,"N/A",,,"N/A","","20220830","C","X2G03U2717","20221215","2022C","centro","C1899-2","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-2","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2717","CE","0","X2G03U2717","2QEDG48NndoO8","","2387"
,"N/A",,,"N/A","","20220830","C","X2G03U2718","20221215","2022C","centro","C1899-3","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-3","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2718","CE","0","X2G03U2718","2QEDGhhUzqk0s","","2388"
,"N/A",,,"N/A","","20220830","C","X2G03U2719","20221215","2022C","centro","C1899-4","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-4","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2719","CE","0","X2G03U2719","2QEDGpDMHSa3v","","2389"
,"N/A",,,"N/A","","20220830","C","X2G03U2720","20221215","2022C","centro","C1899-5","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-5","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2720","CE","0","X2G03U2720","2QEDGylL06kd9","","2390"
,"N/A",,,"N/A","","20220830","C","X2G03U2721","20221215","2022C","centro","C1899-6","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-6","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2721","CE","0","X2G03U2721","2QEDGS01TPCCx","","2391"
,"N/A",,,"N/A","","20220830","C","X2G03U2722","20221215","2022C","centro","C1899-7","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-7","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2722","CE","0","X2G03U2722","2QEDGzgd4VFS3","","2392"
,"N/A",,,"N/A","","20220830","C","X2G03U2723","20221215","2022C","centro","C1899-8","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-8","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2723","CE","0","X2G03U2723","2QEDG9Fa6sx5R","","2393"
,"N/A",,,"N/A","","20220830","C","X2G03U2724","20221215","2022C","centro","C1899-9","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-9","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2724","CE","0","X2G03U2724","2QEDG2Ti5kEnu","","2394"
,"N/A",,,"N/A","","20220830","C","X2G03U2725","20221215","2022C","centro","C1899-10","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-10","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2725","CE","0","X2G03U2725","2QEDGuQ3kote2","","2395"
,"N/A",,,"N/A","","20220830","C","X2G03U2726","20221215","2022C","centro","C1899-11","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-11","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2726","CE","0","X2G03U2726","2QEDG0Kd7fhP1","","2396"
,"N/A",,,"N/A","","20220830","C","X2G03U2727","20221215","2022C","centro","C1899-12","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-12","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2727","CE","0","X2G03U2727","2QEDGxyOslvRx","","2397"
,"N/A",,,"N/A","","20220830","C","X2G03U2728","20221215","2022C","centro","C1899-13","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-13","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2728","CE","0","X2G03U2728","2QEDG0NJHFtVC","","2398"
,"N/A",,,"N/A","","20220830","C","X2G03U2729","20221215","2022C","centro","C1899-14","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-14","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2729","CE","0","X2G03U2729","2QEDGJVReEIrr","","2399"
,"N/A",,,"N/A","","20220830","C","X2G03U2730","20221215","2022C","centro","C1899-15","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-15","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2730","CE","0","X2G03U2730","2QEDGv8X9kH42","","2400"
,"N/A",,,"N/A","","20220830","C","X2G03U2731","20221215","2022C","centro","C1899-16","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-16","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2731","CE","0","X2G03U2731","2QEDGcGFNkg75","","2401"
,"N/A",,,"N/A","","20220830","C","X2G03U2732","20221215","2022C","centro","C1899-17","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-17","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2732","CE","0","X2G03U2732","2QEDGuZgbL6E8","","2402"
,"N/A",,,"N/A","","20220830","C","X2G03U2733","20221215","2022C","centro","C1899-18","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-18","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2733","CE","0","X2G03U2733","2QEDGM9Ibc4GL","","2403"
,"N/A",,,"N/A","","20220830","C","X2G03U2734","20221215","2022C","centro","C1899-19","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-19","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2734","CE","0","X2G03U2734","2QEDGjuTVdH4v","","2404"
,"N/A",,,"N/A","","20220830","C","X2G03U2735","20221215","2022C","centro","C1899-20","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-20","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2735","CE","0","X2G03U2735","2QEDGrswCzHob","","2405"
,"N/A",,,"N/A","","20220830","C","X2G03U2736","20221215","2022C","centro","C1899-21","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-21","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2736","CE","0","X2G03U2736","2QEDGSdHsrsyw","","2406"
,"N/A",,,"N/A","","20220830","C","X2G03U2737","20221215","2022C","centro","C1899-22","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-22","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2737","CE","0","X2G03U2737","2QEDGTP8ob21z","","2407"
,"N/A",,,"N/A","","20220830","C","X2G03U2738","20221215","2022C","centro","C1899-23","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-23","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2738","CE","0","X2G03U2738","2QEDGKMQzaWvY","","2408"
,"N/A",,,"N/A","","20220830","C","X2G03U2739","20221215","2022C","centro","C1899-24","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-24","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2739","CE","0","X2G03U2739","2QEDGBLOYLlI4","","2409"
,"N/A",,,"N/A","","20220830","C","X2G03U2740","20221215","2022C","centro","C1899-25","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-25","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2740","CE","0","X2G03U2740","2QEDGnrv3cW5Z","","2410"
,"N/A",,,"N/A","","20220830","C","X2G03U2741","20221215","2022C","centro","C1899-26","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-26","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2741","CE","0","X2G03U2741","2QEDGLr2NFCKC","","2411"
,"N/A",,,"N/A","","20220830","C","X2G03U2742","20221215","2022C","centro","C1899-27","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-27","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2742","CE","0","X2G03U2742","2QEDGXGv5zQbU","","2412"
,"N/A",,,"N/A","","20220830","C","X2G03U2743","20221215","2022C","centro","C1899-28","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-28","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2743","CE","0","X2G03U2743","2QEDGTfOFpFup","","2413"
,"N/A",,,"N/A","","20220830","C","X2G03U2744","20221215","2022C","centro","C1899-29","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-29","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2744","CE","0","X2G03U2744","2QEDGwOvP2Rmw","","2414"
